season,game_type,week,gametime,away_team,away_score,home_team,home_score,result,total,overtime,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,Score_Diff,Home_Win?
2020,REG,11,16:25,GB,31,IND,34,3,65,1,7,10,109,-120,1.5,-104,-106,52,102,-114,0,closed,fieldturf,,,3,1
2020,REG,11,16:25,DAL,31,MIN,28,-3,59,0,14,6,261,-304,7,-110,-100,50,-111,-101,0,dome,sportturf,,,-3,0
2020,REG,11,20:20,KC,35,LV,31,-4,66,0,14,7,-351,296,-7.5,-108,-102,56.5,-104,-107,1,dome,grass,,,-4,0
2020,REG,11,20:15,LA,27,TB,24,-3,51,0,8,8,173,-195,4,-109,-102,47.5,-109,-102,0,outdoors,grass,69,5,-3,0
2020,REG,12,12:30,HOU,41,DET,25,-16,66,0,4,4,-155,139,-3,-104,-106,52.5,-110,-101,0,dome,fieldturf,,,-16,0
2020,REG,12,16:30,WAS,41,DAL,16,-25,57,0,4,4,122,-135,2.5,-104,-106,46,-105,-106,1,closed,fieldturf,,,-25,0
2020,REG,12,13:00,LV,6,ATL,43,37,49,0,7,7,-184,164,-3.5,-105,-105,53,-109,-102,0,closed,fieldturf,,,37,1
2020,REG,12,13:00,LAC,17,BUF,27,10,44,0,7,14,189,-214,4.5,-107,-103,51,103,-114,0,outdoors,astroturf,48,7,10,1
2020,REG,12,13:00,NYG,19,CIN,17,-2,36,0,14,7,-260,227,-6.5,-103,-107,45,-109,-102,0,outdoors,grass,52,4,-2,0
2020,REG,12,13:00,TEN,45,IND,26,-19,71,0,7,7,133,-147,3,-114,103,51.5,-107,-104,1,closed,fieldturf,,,-19,0
2020,REG,12,13:00,CLE,27,JAX,25,-2,52,0,7,7,-334,284,-7.5,102,-112,48.5,-112,100,0,outdoors,grass,70,1,-2,0
2020,REG,12,13:00,CAR,27,MIN,28,1,55,0,7,7,131,-145,3,-115,104,50,-104,-107,0,dome,sportturf,,,1,1
2020,REG,12,13:00,ARI,17,NE,20,3,37,0,10,7,-115,104,-1,-107,-103,51,-106,-105,0,outdoors,grass,52,8,3,1
2020,REG,12,13:00,MIA,20,NYJ,3,-17,23,0,7,7,-350,296,-7.5,-106,-104,46,100,-112,1,outdoors,fieldturf,54,2,-17,0
2020,REG,12,16:05,NO,31,DEN,3,-28,34,0,7,7,-1350,906,-17,-103,-107,36.5,-109,-102,0,outdoors,grass,38,6,-28,0
2020,REG,12,16:05,SF,23,LA,20,-3,43,0,14,6,190,-215,5,-112,101,44.5,-101,-110,1,dome,matrixturf,,,-3,0
2020,REG,12,16:25,KC,27,TB,24,-3,51,0,7,6,-166,149,-3.5,112,-124,56,-103,-108,0,outdoors,grass,81,5,-3,0
2020,REG,12,20:20,CHI,25,GB,41,16,66,0,13,7,293,-346,7.5,-116,105,44,-105,-106,1,outdoors,grass,37,13,16,1
